PlayerID,Name,Team,Position,Height,Weight,DOB,Age,YrsExp,CapHit
JBriggsCLE,Jowon Briggs,CLE,DE,6-1,313,9/1/2001,22,R,"$817,141"
JThornhillCLE,Juan Thornhill,CLE,DB,6-0,205,10/19/1995,28,6,"$3,784,000"
JHardeeCLE,Justin Hardee,CLE,DB,6-1,200,2/7/1994,30,8,"$1,152,500"
KHailassieCLE,Kahlef Hailassie,CLE,DB,6-1,195,11/9/2000,23,2,"$915,000"
LThompsonCLE,Lorenzo Thompson,CLE,OL,6-6,305,—,22,R,"$803,333"
LWyplerCLE,Luke Wypler,CLE,C,6-3,303,5/3/2001,23,2,"$959,993"
MEmersonCLE,Martin Emerson,CLE,CB,6-2,200,9/27/2000,23,3,"$1,492,170"
MLandersCLE,Matt Landers,CLE,WR,6-4,200,6/16/1999,25,1,"$795,000"
MHurstCLE,Maurice Hurst,CLE,DT,6-2,291,5/9/1995,29,7,"$1,740,000"
MDunnCLE,Michael Dunn,CLE,OG,6-5,315,8/28/1994,29,5,"$1,152,500"
MHallCLE,Michael Hall Jr.,CLE,DT,6-2,285,6/13/2003,21,R,"$1,285,423"
MWoodsCLE,Michael Woods,CLE,WR,6-1,204,3/19/2000,24,2,"$1,027,073"
MDiabateCLE,Mohamoud Diabate,CLE,LB,6-4,225,5/18/2001,23,2,"$923,333"
MGarrettCLE,Myles Garrett,CLE,DE,6-4,272,12/29/1995,28,8,"$20,168,895"
MHardenCLE,Myles Harden,CLE,DB,5-11,195,12/13/2001,22,R,"$822,583"
NWatsonCLE,Nathaniel Watson,CLE,LB,6-0,233,9/1/2000,23,R,"$835,681"
NChubbCLE,Nick Chubb,CLE,RB,5-11,227,12/27/1995,28,7,"$6,275,000"
NHinesCLE,Nyheim Hines,CLE,RB,5-9,196,11/12/1996,27,6,"$1,495,000"
OOkoronkwoCLE,Ogbonnia Okoronkwo,CLE,DE,6-2,250,4/24/1995,29,7,"$4,030,000"
PStrongCLE,Pierre Strong Jr.,CLE,RB,5-11,215,12/10/1998,25,3,"$985,000"
QJeffersonCLE,Quinton Jefferson,CLE,DE,6-4,291,3/31/1993,31,9,"$1,980,000"
RMcLeodCLE,Rodney McLeod,CLE,FS,5-10,185,6/23/1990,34,13,"$1,152,500"
RHickmanCLE,Ronnie Hickman,CLE,SAF,6-1,209,10/11/2001,22,2,"$921,666"
RMbaetekaCLE,Roy Mbaeteka,CLE,OT,6-8,330,2/13/2000,24,1,"$795,000"
SKamaraCLE,Sam Kamara,CLE,DE,6-0,272,12/21/1997,26,2,"$985,000"
SHarrisCLE,Shelby Harris,CLE,DE,6-2,288,8/11/1991,32,10,"$2,276,000"
SIkaCLE,Siaki Ika,CLE,DT,6-3,335,11/8/2000,23,2,"$1,205,473"
TBrownCLE,Tony Brown,CLE,DB,6-0,200,7/13/1995,29,6,"$985,000"
TFieldsCLE,Tony Fields II,CLE,LB,6-0,222,6/18/1999,25,4,"$1,137,438"
TWelchCLE,Treyton Welch,CLE,TE,6-4,241,—,22,R,"$800,000"
THuntleyCLE,Tyler Huntley,CLE,QB,6-1,204,2/3/1998,26,5,"$1,152,500"
VGrayCLE,Vincent Gray,CLE,DB,6-2,190,12/28/1999,24,1,"$795,000"
WReidCLE,Winston Reid,CLE,LB,6-0,225,8/3/1999,24,R,"$800,000"
WDavisCLE,Wyatt Davis,CLE,OG,6-4,310,2/17/1999,25,4,"$985,000"
WTellerCLE,Wyatt Teller,CLE,OG,6-4,315,11/21/1994,29,7,"$11,610,300"
ZSmithCLE,Za'Darius Smith,CLE,DE,6-4,270,9/8/1992,31,10,"$5,235,000"
ZMitchell-PadenCLE,Zaire Mitchell-Paden,CLE,TE,6-5,257,8/20/1999,24,1,"$795,000"
ZZinterCLE,Zak Zinter,CLE,OG,6-6,310,4/17/2001,23,R,"$1,042,680"
AHollerDAL,Alec Holler,DAL,TE,6-3,242,—,22,R,"$795,000"
ARichardsDAL,Asim Richards,DAL,OT,6-4,307,10/2/2000,23,2,"$976,245"
BCooksDAL,Brandin Cooks,DAL,WR,5-10,189,9/25/1993,30,11,"$10,000,000"
BAubreyDAL,Brandon Aubrey,DAL,K,6-3,208,3/14/1995,29,2,"$915,000"
BSpann-FordDAL,Brevyn Spann-Ford,DAL,TE,6-7,270,12/27/1999,24,R,"$801,666"
BHoffmanDAL,Brock Hoffman,DAL,C,6-4,302,7/2/1999,25,2,"$985,000"
BMogensenDAL,Brock Mogensen,DAL,LB,6-2,235,—,22,R,"$796,000"
BAngerDAL,Bryan Anger,DAL,P,6-3,202,10/6/1988,35,13,"$3,800,000"
BJohnsonDAL,Buddy Johnson,DAL,LB,6-2,240,2/27/1999,25,3,"$915,000"
BVaughnsDAL,Byron Vaughns,DAL,LB,6-3,225,—,22,R,"$796,666"
CGoodwinDAL,C.J. Goodwin,DAL,DB,6-3,190,2/4/1990,34,9,"$1,152,500"
CCarsonDAL,Caelen Carson,DAL,DB,6-0,195,3/3/2002,22,R,"$858,569"
CJohnsonDAL,Cam Johnson,DAL,WR,6-0,202,—,22,R,"$798,333"
CDavisDAL,Carl Davis,DAL,DT,6-5,335,3/2/1992,32,9,"$1,068,500"
CLambDAL,CeeDee Lamb,DAL,WR,6-2,200,4/8/1999,25,5,"$17,991,000"
CGolstonDAL,Chauncey Golston,DAL,DE,6-5,268,2/10/1998,26,4,"$1,564,368"
CEdogaDAL,Chuma Edoga,DAL,OG,6-3,308,5/25/1997,27,6,"$1,152,500"
CBeebeDAL,Cooper Beebe,DAL,OG,6-4,335,5/19/2001,23,R,"$1,079,949"
CRushDAL,Cooper Rush,DAL,QB,6-3,225,11/21/1993,30,7,"$2,875,000"
CCroomsDAL,Corey Crooms,DAL,WR,5-11,180,—,22,R,"$796,000"
DBlandDAL,DaRon Bland,DAL,CB,6-0,197,7/12/1999,25,3,"$1,061,197"
DPrescottDAL,Dak Prescott,DAL,QB,6-2,238,7/29/1993,30,9,"$55,132,647"
DShepleyDAL,Dakoda Shepley,DAL,C,6-5,290,12/27/1994,29,1,"$985,000"
DWilsonDAL,Damien Wilson,DAL,OLB,6-1,245,5/28/1993,31,9,"$985,000"
DWilsonDAL,Donovan Wilson,DAL,DB,6-0,204,2/21/1995,29,6,"$7,370,588"
DClarkDAL,Damone Clark,DAL,LB,6-3,240,6/28/2000,24,3,"$1,045,639"
DDurdenDAL,David Durden,DAL,WR,6-2,200,12/26/1998,25,2,"$798,333"
DOvershownDAL,DeMarvion Overshown,DAL,LB,6-2,220,8/13/2000,23,2,"$1,225,005"
DLawrenceDAL,Demarcus Lawrence,DAL,DE,6-3,265,4/28/1992,32,11,"$20,445,000"
DDaxonDAL,Denzel Daxon,DAL,DE,6-2,304,—,22,R,"$797,000"
DVaughnDAL,Deuce Vaughn,DAL,RB,5-6,176,11/2/2001,22,2,"$948,333"
DJohnsonDAL,Durrell Johnson,DAL,DE,6-3,240,6/26/1998,26,1,"$795,000"
EBostickDAL,Earl Bostick Jr.,DAL,OT,6-6,310,12/31/1998,25,1,"$795,000"
EJohnsonDAL,Emany Johnson,DAL,SAF,6-2,218,—,22,R,"$801,666"
EKendricksDAL,Eric Kendricks,DAL,MLB,6-0,232,2/29/1992,32,10,"$2,941,176"
EElliottDAL,Ezekiel Elliott,DAL,RB,6-0,226,7/22/1995,28,9,"$2,000,000"
GConleyDAL,Gareon Conley,DAL,CB,6-0,190,6/29/1995,29,5,"$1,055,000"
HLuepkeDAL,Hunter Luepke,DAL,RB,6-1,238,2/28/2000,24,2,"$921,666"
IMukuamuDAL,Israel Mukuamu,DAL,SAF,6-4,205,11/28/1999,24,4,"$1,087,676"
JFergusonDAL,Jake Ferguson,DAL,TE,6-5,244,1/18/1999,25,3,"$1,161,220"
JBrooksDAL,Jalen Brooks,DAL,WR,6-2,205,5/7/2000,24,2,"$935,589"
JMoreno-CropperDAL,Jalen Moreno-Cropper,DAL,WR,6-0,172,5/3/2001,23,1,"$795,000"
JTolbertDAL,Jalen Tolbert,DAL,WR,6-1,195,2/27/1999,25,3,"$1,400,651"
JJohnsonDAL,Jason Johnson,DAL,LB,6-1,228,6/1/2001,23,R,"$800,000"
JBallDAL,Josh Ball,DAL,OT,6-8,304,5/15/1998,26,4,"$1,039,836"
JButlerDAL,Josh Butler,DAL,DB,6-0,182,11/25/1996,27,1,"$795,000"
JDeBerryDAL,Josh DeBerry,DAL,CB,5-11,184,8/10/2001,22,R,"$797,000"
JLewisDAL,Jourdan Lewis,DAL,CB,5-10,195,8/31/1995,28,8,"$1,377,500"
JThomasDAL,Juanyeh Thomas,DAL,DB,6-3,217,6/24/2000,24,2,"$915,000"
JWoodDAL,Julius Wood,DAL,SAF,6-1,194,—,22,R,"$800,000"
JRogersDAL,Justin Rogers,DAL,DT,6-2,338,9/12/2001,22,R,"$816,910"
KTurpinDAL,Kavontae Turpin,DAL,WR,5-9,153,8/2/1996,27,3,"$985,000"
LSchoonmakerDAL,Luke Schoonmaker,DAL,TE,6-5,250,9/28/1998,25,2,"$1,424,245"
MDavisDAL,Malik Davis,DAL,RB,5-11,202,11/26/1998,25,2,"$985,000"
MHookerDAL,Malik Hooker,DAL,FS,6-2,212,4/2/1996,28,8,"$3,985,294"
MLiufauDAL,Marist Liufau,DAL,LB,6-2,239,2/9/2001,23,R,"$1,034,821"
MBellDAL,Markquese Bell,DAL,DB,6-3,205,1/6/1999,25,3,"$990,000"
MKneelandDAL,Marshawn Kneeland,DAL,DE,6-3,268,7/8/2001,23,R,"$1,242,299"
MWaletzkoDAL,Matt Waletzko,DAL,OT,6-8,305,12/15/1999,24,3,"$995,873"
MSmithDAL,Mazi Smith,DAL,DT,6-3,337,6/16/2001,23,2,"$3,016,976"
MParsonsDAL,Micah Parsons,DAL,LB,6-3,245,5/26/1999,25,4,"$5,434,479"
NWrightDAL,Nahshon Wright,DAL,CB,6-4,185,9/23/1998,25,4,"$1,265,154"
NThomasDAL,Nathan Thomas,DAL,OT,6-4,331,8/22/2001,22,R,"$821,493"
NPeatDAL,Nathaniel Peat,DAL,RB,5-8,197,—,22,R,"$796,000"
OOdighizuwaDAL,Osa Odighizuwa,DAL,DT,6-2,280,8/13/1998,25,4,"$3,380,762"
PHendershotDAL,Peyton Hendershot,DAL,TE,6-4,254,4/23/1999,25,3,"$990,000"
PFantDAL,Princeton Fant,DAL,TE,6-2,235,3/11/1999,25,1,"$795,000"
RMcMathDAL,Racey McMath,DAL,WR,6-3,217,6/14/1999,25,3,"$985,000"
RDowdleDAL,Rico Dowdle,DAL,RB,6-0,215,6/14/1998,26,5,"$1,255,000"
RFreemanDAL,Royce Freeman,DAL,RB,6-0,238,2/24/1996,28,6,"$1,134,500"
RFlournoyDAL,Ryan Flournoy,DAL,WR,6-1,200,10/27/1999,24,R,"$829,597"
SWilliamsDAL,Sam Williams,DAL,DE,6-4,261,3/31/1999,25,3,"$1,697,524"
SRedwineDAL,Sheldrick Redwine,DAL,DB,6-0,196,11/6/1996,27,4,"$1,055,000"
SConnerDAL,Snoop Conner,DAL,RB,5-10,222,8/1/2000,23,2,"$915,000"
TBassDAL,T.J. Bass,DAL,OT,6-4,325,3/31/1999,25,2,"$918,333"
TSteeleDAL,Terence Steele,DAL,OT,6-6,310,6/4/1997,27,5,"$11,000,000"
TSiegDAL,Trent Sieg,DAL,LS,6-3,240,5/19/1995,29,7,"$1,152,500"
TDiggsDAL,Trevon Diggs,DAL,CB,6-2,195,9/20/1998,25,5,"$14,117,647"
TLanceDAL,Trey Lance,DAL,QB,6-4,226,5/9/2000,24,4,"$5,310,717"
TGuytonDAL,Tyler Guyton,DAL,OT,6-7,328,6/11/2001,23,R,"$2,391,965"
TSmithDAL,Tyler Smith,DAL,OT,6-6,332,4/3/2001,23,3,"$3,651,577"
TJohnsonDAL,Tyron Johnson,DAL,WR,6-1,193,1/8/1996,28,5,"$1,055,000"
TWheatDAL,Tyrus Wheat,DAL,DE,6-2,260,12/8/1999,24,2,"$915,000"
VFehokoDAL,Viliami Fehoko,DAL,DE,6-4,267,12/16/1999,24,2,"$1,087,689"
WHarveyDAL,Willie Harvey,DAL,LB,5-11,230,1/9/1996,28,2,"$915,000"
ZMartinDAL,Zack Martin,DAL,OG,6-4,315,11/20/1990,33,11,"$15,500,000"
ATrautmanDEN,Adam Trautman,DEN,TE,6-5,253,2/5/1997,27,5,"$3,000,000"
AForsythDEN,Alex Forsyth,DEN,C,6-4,312,2/13/1999,25,2,"$934,446"
APalczewskiDEN,Alex Palczewski,DEN,OT,6-6,315,8/3/1999,24,2,"$801,666"
ASingletonDEN,Alex Singleton,DEN,LB,6-2,240,12/7/1993,30,6,"$7,333,333"
ASmithDEN,Andre Smith,DEN,LB,6-0,240,4/20/1997,27,5,"$985,000"
ABlacksonDEN,Angelo Blackson,DEN,DE,6-4,318,11/14/1992,31,10,"$1,152,500"
AGreenDEN,Art Green,DEN,CB,6-1,201,4/29/2000,24,1,"$795,000"
AEstimeDEN,Audric Estime,DEN,RB,5-11,227,9/6/2003,20,R,"$879,781"
BBrowningDEN,Baron Browning,DEN,LB,6-3,240,2/19/1999,25,4,"$3,326,154"
BPowersDEN,Ben Powers,DEN,OG,6-4,310,10/29/1996,27,6,"$6,550,000"
BWatsonDEN,Blake Watson,DEN,RB,5-9,195,10/14/1999,24,R,"$803,333"
BNixDEN,Bo Nix,DEN,QB,6-2,217,2/25/2000,24,R,"$3,384,212"
BJohnsonDEN,Brandon Johnson,DEN,WR,6-2,195,7/26/1998,25,3,"$985,000"
BJonesDEN,Brandon Jones,DEN,SAF,6-1,191,4/2/1998,26,5,"$3,318,333"
BMattersonDEN,Brandon Matterson,DEN,DL,6-2,295,11/29/1999,24,R,"$797,833"
CSternsDEN,Caden Sterns,DEN,SAF,6-1,207,11/2/1999,24,4,"$1,137,646"
CThrockmortonDEN,Calvin Throckmorton,DEN,OT,6-5,311,8/16/1996,27,4,"$1,055,000"
CBartonDEN,Cody Barton,DEN,LB,6-2,237,11/13/1996,27,6,"$2,460,000"
CSuttonDEN,Courtland Sutton,DEN,WR,6-4,216,10/10/1995,28,7,"$17,395,588"
DJonesDEN,D.J. Jones,DEN,DT,6-0,305,1/19/1995,29,8,"$12,958,334"
DMathisDEN,Damarri Mathis,DEN,DB,5-11,195,4/12/1999,25,3,"$1,179,740"
DSillsDEN,David Sills,DEN,WR,6-3,211,5/29/1996,28,3,"$1,055,000"
DVeleDEN,DeVaughn Vele,DEN,WR,6-5,210,12/12/1997,26,R,"$821,120"
DTurner-YellDEN,Delarrin Turner-Yell,DEN,SAF,5-11,200,12/16/1999,24,3,"$1,068,262"
DJacobsDEN,Demontrey Jacobs,DEN,OT,6-6,315,11/22/1998,25,1,"$795,000"
DKeyDEN,Devon Key,DEN,SAF,6-0,208,10/28/1997,26,1,"$795,000"
DTillmanDEN,Dondrea Tillman,DEN,DT,6-4,270,4/30/1998,26,1,"$798,333"
DSandersDEN,Drew Sanders,DEN,LB,6-5,234,12/31/2000,23,2,"$1,303,348"
DNchamiDEN,Durell Nchami,DEN,LB,6-4,258,2/11/2000,24,1,"$795,000"
EGarciaDEN,Elijah Garcia,DEN,DE,6-5,302,3/11/1998,26,2,"$985,000"
FCrumDEN,Frank Crum,DEN,OT,6-7,315,—,22,R,"$803,333"
GBollesDEN,Garett Bolles,DEN,OT,6-5,300,5/27/1992,32,8,"$20,000,000"
GDulcichDEN,Greg Dulcich,DEN,TE,6-4,245,3/26/2000,24,3,"$1,434,311"
JSkinnerDEN,J.L. Skinner,DEN,SAF,6-4,220,4/16/2001,23,2,"$964,056"
JMcMillianDEN,Ja'Quan McMillian,DEN,CB,5-10,183,6/4/2000,24,2,"$915,000"
JMcLaughlinDEN,Jaleel McLaughlin,DEN,RB,5-7,187,9/13/2000,23,2,"$920,000"
JVirgilDEN,Jalen Virgil,DEN,WR,6-1,210,7/13/1998,26,3,"$919,168"
JStidhamDEN,Jarrett Stidham,DEN,QB,6-3,215,8/8/1996,27,5,"$7,000,000"
JWilliamsDEN,Javonte Williams,DEN,RB,5-10,220,4/25/2000,24,4,"$2,820,922"
JAllenDEN,Jaylon Allen,DEN,LB,6-3,240,—,22,R,"$798,333"
JFranklin-MyersDEN,John Franklin-Myers,DEN,DE,6-4,288,9/26/1996,27,7,"$5,000,000"
JEllissDEN,Jonah Elliss,DEN,LB,6-2,246,4/3/2003,21,R,"$1,067,402"
JGriffithDEN,Jonas Griffith,DEN,LB,6-4,250,1/27/1997,27,4,"$985,000"
JCooperDEN,Jonathon Cooper,DEN,LB,6-4,257,1/8/1998,26,4,"$3,141,168"
JJacksonDEN,Jordan Jackson,DEN,DT,6-4,294,1/30/1998,26,1,"$795,000"
JMillerDEN,Jordan Miller,DEN,DT,6-3,307,—,22,R,"$800,000"
JReynoldsDEN,Josh Reynolds,DEN,WR,6-3,192,2/16/1995,29,7,"$3,500,000"
JStrnadDEN,Justin Strnad,DEN,LB,6-3,235,8/21/1996,27,5,"$1,305,000"
KSmithDEN,Keidron Smith,DEN,DB,6-2,210,11/6/1999,24,1,"$795,000"
KAbrams-DraineDEN,Kris Abrams-Draine,DEN,CB,5-11,178,10/4/2001,22,R,"$882,068"
LBaileyDEN,Levelle Bailey,DEN,LB,6-2,225,12/4/2000,23,R,"$800,000"
LWallaceDEN,Levi Wallace,DEN,DB,6-0,179,6/12/1995,29,7,"$1,152,500"
LHumphreyDEN,Lil'Jordan Humphrey,DEN,WR,6-4,225,4/19/1998,26,5,"$985,000"
LKrullDEN,Lucas Krull,DEN,TE,6-6,260,7/11/1998,26,2,"$915,000"
LWattenbergDEN,Luke Wattenberg,DEN,C,6-5,300,9/10/1997,26,3,"$1,056,929"
MRoachDEN,Malcolm Roach,DEN,DT,6-3,290,6/9/1998,26,5,"$2,855,000"
MMimsDEN,Marvin Mims,DEN,WR,5-11,182,3/19/2002,22,2,"$1,379,235"
MHenningsenDEN,Matt Henningsen,DEN,DT,6-3,291,7/9/1999,25,3,"$1,025,520"
MPeartDEN,Matt Peart,DEN,OT,6-7,318,6/11/1997,27,5,"$1,152,500"
MBandyDEN,Michael Bandy,DEN,WR,5-10,190,12/5/1997,26,2,"$915,000"
MBurtonDEN,Michael Burton,DEN,FB,6-0,247,2/1/1992,32,10,"$1,152,500"
MMcGlincheyDEN,Mike McGlinchey,DEN,OT,6-8,315,1/12/1995,29,7,"$7,400,000"
MFraboniDEN,Mitchell Fraboni,DEN,LS,6-2,223,10/28/1996,27,3,"$985,000"
NAdkinsDEN,Nate Adkins,DEN,TE,6-3,252,7/9/1999,25,2,"$918,333"
NGargiuloDEN,Nick Gargiulo,DEN,OL,6-5,310,7/19/2000,23,R,"$815,184"
NBonittoDEN,Nik Bonitto,DEN,LB,6-3,240,9/26/1999,24,3,"$1,582,333"
OBrownDEN,Omar Brown,DEN,DB,6-1,200,10/12/2000,23,R,"$801,666"
PLockeDEN,P.J. Locke,DEN,DB,5-10,202,2/12/1997,27,5,"$2,425,000"
PSurtainDEN,Patrick Surtain II,DEN,CB,6-2,202,4/14/2000,24,4,"$6,669,983"
PDorsettDEN,Phillip Dorsett,DEN,WR,5-10,185,1/5/1993,31,9,"$985,000"
QBaileyDEN,Quinn Bailey,DEN,OT,6-6,323,10/18/1995,28,3,"$1,055,000"
QMeinerzDEN,Quinn Meinerz,DEN,OG,6-3,320,11/15/1998,25,4,"$3,576,154"
QNewsomeDEN,Quinton Newsome,DEN,CB,6-1,185,7/11/2001,23,R,"$800,000"
RTaylorDEN,Reese Taylor,DEN,DB,5-9,188,8/27/1999,24,1,"$795,000"
RDixonDEN,Riley Dixon,DEN,P,6-4,221,8/24/1993,30,9,"$2,035,000"
RMossDEN,Riley Moss,DEN,CB,6-0,193,3/3/2000,24,2,"$1,238,066"
RPerkinsDEN,Ronnie Perkins,DEN,LB,6-3,253,9/29/1999,24,4,"$985,000"
SMustipherDEN,Sam Mustipher,DEN,C,6-2,332,8/13/1996,27,5,"$985,000"
SPerineDEN,Samaje Perine,DEN,RB,5-10,236,9/16/1995,28,8,"$4,500,000"
TMcCalisterDEN,Tanner McCalister,DEN,SAF,5-11,191,1/27/2000,24,1,"$925,000"
TIncoomDEN,Thomas Incoom,DEN,LB,6-2,265,2/19/1999,25,2,"$921,666"
TYassminDEN,Thomas Yassmin,DEN,TE,6-5,251,—,22,R,"$799,000"
TPatrickDEN,Tim Patrick,DEN,WR,6-4,212,11/23/1993,30,7,"$7,196,668"
TSmithDEN,Tremon Smith,DEN,DB,6-0,190,7/20/1996,27,7,"$3,200,000"
TGillDEN,Trenton Gill,DEN,P,6-4,219,1/1/1999,25,3,"$985,000"
TFranklinDEN,Troy Franklin,DEN,WR,6-3,187,2/6/2003,21,R,"$1,008,709"
TBadieDEN,Tyler Badie,DEN,RB,5-8,197,2/7/1999,25,1,"$795,000"
WLutzDEN,Wil Lutz,DEN,K,5-11,184,7/7/1994,30,9,"$2,860,000"
WShermanDEN,William Sherman,DEN,OT,6-4,300,5/27/1999,25,1,"$795,000"
ZAllenDEN,Zach Allen,DEN,DE,6-5,285,8/20/1997,26,6,"$7,700,000"
ZWilsonDEN,Zach Wilson,DEN,QB,6-2,214,8/3/1999,24,3,"$2,726,637"
AHutchinsonDET,Aidan Hutchinson,DET,DE,6-7,268,8/9/2000,23,3,"$9,740,015"
AAnzaloneDET,Alex Anzalone,DET,MLB,6-3,238,9/22/1994,29,8,"$7,444,118"
AMcNeillDET,Alim McNeill,DET,DT,6-2,315,5/11/2000,24,4,"$3,388,578"
ARobertsonDET,Amik Robertson,DET,CB,5-9,183,7/6/1998,26,5,"$2,850,000"
ASt.DET,Amon-Ra St. Brown,DET,WR,6-0,202,10/24/1999,24,4,"$4,862,315"
AGreenDET,Antoine Green,DET,WR,6-2,200,11/15/1999,24,2,"$944,190"
BNiemannDET,Ben Niemann,DET,LB,6-2,235,7/27/1995,28,7,"$985,000"
BJosephDET,Brandon Joseph,DET,SAF,6-0,200,1/5/2001,23,1,"$795,000"
BBranchDET,Brian Branch,DET,CB,6-0,203,10/22/2001,22,2,"$1,823,123"
BWrightDET,Brock Wright,DET,TE,6-5,250,11/27/1998,25,4,"$1,764,000"
BMartinDET,Brodric Martin,DET,DT,6-5,330,5/24/1999,25,2,"$1,205,473"
BHudsonDET,Bryan Hudson,DET,C,6-5,301,1/11/2001,23,R,"$798,333"
CMooreDET,C.J. Moore,DET,DB,5-11,199,12/15/1995,28,5,"$985,000"
CDavisDET,Carlton Davis,DET,CB,6-1,206,12/31/1996,27,7,"$4,529,485"
CGarnesDET,Chelen Garnes,DET,SAF,5-11,207,9/25/2000,23,R,"$797,666"
CSmithDET,Chris Smith,DET,DT,6-1,305,12/15/1999,24,1,"$795,000"
CMahoganyDET,Christian Mahogany,DET,OG,6-3,319,10/11/2000,23,R,"$829,597"
CSorsdalDET,Colby Sorsdal,DET,OG,6-6,315,3/1/2000,24,2,"$995,021"
CGalvinDET,Connor Galvin,DET,OT,6-7,300,3/11/1999,25,1,"$795,000"
CReynoldsDET,Craig Reynolds,DET,RB,5-11,216,6/15/1996,28,3,"$985,000"
DReaderDET,D.J. Reader,DET,DE,6-3,335,7/1/1994,30,9,"$5,303,000"
DGilbertDET,DaRon Gilbert,DET,LB,6-1,218,5/26/2001,23,R,"$795,833"
DSkipperDET,Dan Skipper,DET,OT,6-9,330,9/20/1994,29,5,"$1,010,000"
DFountainDET,Daurice Fountain,DET,WR,6-1,210,12/22/1995,28,4,"$1,055,000"
DMontgomeryDET,David Montgomery,DET,RB,5-11,224,6/7/1997,27,6,"$6,786,765"
DBarnesDET,Derrick Barnes,DET,LB,6-0,240,5/29/1999,25,4,"$3,311,302"
DPeoples-JonesDET,Donovan Peoples-Jones,DET,WR,6-2,204,2/19/1999,25,5,"$1,300,000"
DClemensDET,Duke Clemens,DET,C,6-4,305,12/24/2000,23,R,"$798,333"
EMoseleyDET,Emmanuel Moseley,DET,DB,5-11,195,3/25/1996,28,7,"$2,169,118"
ERakestrawDET,Ennis Rakestraw,DET,CB,5-11,191,6/5/2002,22,R,"$1,179,045"
FRagnowDET,Frank Ragnow,DET,C,6-5,311,5/17/1996,28,7,"$12,800,000"
GManuDET,Giovanni Manu,DET,OL,6-7,354,1/26/2001,23,R,"$976,414"
GGlasgowDET,Graham Glasgow,DET,OG,6-6,315,8/19/1992,31,9,"$2,687,500"
HHookerDET,Hendon Hooker,DET,QB,6-3,221,1/13/1998,26,2,"$1,299,779"
HHattenDET,Hogan Hatten,DET,LS,6-2,239,8/6/2000,23,R,"$795,333"
IMelifonwuDET,Ifeatu Melifonwu,DET,SAF,6-3,210,5/2/1999,25,4,"$1,427,154"
IUkwuDET,Isaac Ukwu,DET,LB,6-3,258,1/14/1999,25,R,"$798,333"
IWilliamsDET,Isaiah Williams,DET,WR,5-10,185,1/29/2001,23,R,"$800,000"
JCampbellDET,Jack Campbell,DET,LB,6-5,243,8/22/2000,23,2,"$3,345,913"
JFoxDET,Jack Fox,DET,P,6-2,218,9/1/1996,27,5,"$3,975,000"
JGibbsDET,Jahmyr Gibbs,DET,RB,5-9,200,3/20/2002,22,2,"$4,055,713"
JBatesDET,Jake Bates,DET,K,5-10,202,3/3/1999,25,1,"$845,000"
JFunkDET,Jake Funk,DET,RB,5-10,205,1/11/1998,26,4,"$1,055,000"
JReeves-MaybinDET,Jalen Reeves-Maybin,DET,LB,6-1,226,1/31/1995,29,8,"$2,750,000"
JCalhounDET,Jalon Calhoun,DET,WR,5-11,194,12/16/2000,23,R,"$800,000"
JHoustonDET,James Houston,DET,LB,6-1,245,11/16/1998,25,3,"$915,000"
JMitchellDET,James Mitchell,DET,TE,6-4,246,8/11/1999,24,3,"$1,045,639"
JWilliamsDET,Jameson Williams,DET,WR,6-1,180,3/26/2001,23,3,"$4,762,307"
JGoffDET,Jared Goff,DET,QB,6-4,217,10/14/1994,29,9,"$27,211,832"
JJeffersonDET,Jermar Jefferson,DET,RB,5-10,215,4/15/2000,24,2,"$915,000"
JCominskyDET,John Cominsky,DET,DE,6-5,285,11/22/1995,28,6,"$4,200,000"
JPaschalDET,Josh Paschal,DET,DE,6-3,274,12/17/1999,24,3,"$2,109,725"
KDavisDET,Kaden Davis,DET,WR,6-1,193,9/25/1998,25,1,"$795,000"
KRaymondDET,Kalif Raymond,DET,WR,5-8,180,8/8/1994,29,8,"$3,250,000"
KAwosikaDET,Kayode Awosika,DET,OG,6-3,315,10/27/1998,25,3,"$985,000"
KJosephDET,Kerby Joseph,DET,DB,6-1,203,11/14/2000,23,3,"$1,375,883"
KZeitlerDET,Kevin Zeitler,DET,OG,6-4,339,3/8/1990,34,13,"$5,940,000"
KDorseyDET,Khalil Dorsey,DET,DB,5-8,185,3/31/1998,26,4,"$1,400,000"
KVildorDET,Kindle Vildor,DET,CB,5-11,190,12/11/1997,26,5,"$1,152,500"
KEguakunDET,Kingsley Eguakun,DET,OL,6-3,307,3/23/2001,23,R,"$801,666"
KPekoDET,Kyle Peko,DET,NT,6-1,305,7/23/1993,30,6,"$985,000"
LOnwuzurikeDET,Levi Onwuzurike,DET,DT,6-3,290,3/2/1998,26,4,"$2,592,829"
LStricklandDET,Loren Strickland,DET,SAF,5-10,202,5/31/2000,24,R,"$795,500"
MRodriguezDET,Malcolm Rodriguez,DET,LB,5-11,234,3/29/1999,25,3,"$1,031,982"
MDavenportDET,Marcus Davenport,DET,LB,6-6,265,9/4/1996,27,7,"$3,552,500"
MBettsDET,Mathieu Betts,DET,DE,6-2,259,3/22/1995,29,R,"$795,000"
MFarniokDET,Matt Farniok,DET,OG,6-5,316,9/26/1997,26,3,"$985,000"
MAlexanderDET,Maurice Alexander,DET,WR,5-11,174,1/10/1997,27,1,"$915,000"
MWingoDET,Mekhi Wingo,DET,DT,6-0,291,4/17/2003,21,R,"$841,700"
